EmployeeNumber,Gender,HourlyRate,JobRole,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,new_hike,PerformanceRating,YearsSinceLastPromotion,Q2,Q3,Q4,
913,Male,61,Research Scientist,1,1,Yes,13,12,3,7,NA,Due for promotion,Not Leader,
916,Male,98,Sales Executive,4,1,No,14,13,3,0,NA, ,Not Leader,
918,Male,57,Laboratory Technician,4,9,Yes,14,13,3,0,NA, ,Not Leader,
920,Female,55,Manufacturing Director,2,4,No,21,22,4,0,NA, ,Not Top Leader,
922,Female,49,Sales Representative,3,1,No,13,12,3,0,NA, ,Not Leader,
923,Female,65,Research Scientist,4,1,No,19,18,3,0,NA, ,Not Leader,
924,Male,68,Healthcare Representative,4,0,Yes,17,16,3,4,NA, ,Not Leader,
925,Female,65,Sales Representative,4,1,Yes,18,17,3,1,NA, ,Not Leader,
926,Female,34,Manufacturing Director,3,0,Yes,19,18,3,0,NA, ,Not Top Leader,
927,Female,57,Laboratory Technician,4,4,Yes,13,12,3,1,NA, ,Not Leader,
930,Female,77,Research Scientist,3,5,No,18,17,3,2,NA, ,Not Leader,
932,Male,70,Laboratory Technician,1,7,Yes,21,22,4,2,NA, ,Not Leader,
933,Female,76,Research Scientist,3,1,No,19,18,3,0,NA, ,Not Leader,
934,Male,83,Laboratory Technician,2,1,No,14,13,3,1,NA, ,Not Leader,
936,Female,68,Sales Executive,3,7,No,17,16,3,0,NA, ,Not Leader,
939,Male,100,Research Scientist,1,3,Yes,11,10,3,0,NA, ,Not Leader,
940,Female,37,Healthcare Representative,2,2,Yes,13,12,3,0,NA, ,Not Leader,
941,Male,41,Sales Representative,3,3,No,15,14,3,5,NA, ,Not Leader,
942,Female,51,Healthcare Representative,4,1,Yes,25,26,4,0,NA, ,Not Leader,
944,Female,51,Laboratory Technician,2,4,No,11,10,3,1,NA, ,Not Leader,
945,Male,51,Research Scientist,3,4,No,17,16,3,0,NA, ,Not Leader,
947,Female,45,Sales Executive,3,1,No,13,12,3,0,NA, ,Not Leader,
949,Male,65,Research Scientist,4,2,No,18,17,3,0,NA, ,Not Leader,
950,Female,80,Research Director,1,1,No,13,12,3,5,NA, ,Not Top Leader,
951,Female,70,Laboratory Technician,2,6,No,20,21,4,0,NA, ,Not Leader,
952,Male,36,Sales Representative,2,1,Yes,18,17,3,0,NA, ,Not Leader,
954,Male,67,Sales Executive,2,2,No,12,11,3,0,NA, ,Not Leader,
956,Male,52,Sales Executive,1,1,No,12,11,3,0,NA, ,Not Leader,
957,Male,59,Laboratory Technician,1,2,Yes,13,12,3,2,NA, ,Not Leader,
958,Male,79,Laboratory Technician,3,4,No,21,22,4,3,NA, ,Not Leader,
959,Male,37,Sales Representative,2,1,Yes,13,12,3,0,NA, ,Not Leader,
960,Male,84,Laboratory Technician,1,1,No,19,18,3,0,NA, ,Not Leader,
961,Female,41,Healthcare Representative,4,0,Yes,11,10,3,8,NA,Due for promotion,Not Leader,
964,Male,35,Research Scientist,2,8,Yes,14,13,3,0,NA, ,Not Leader,
966,Female,93,Manufacturing Director,1,1,No,12,11,3,6,NA,Due for promotion,Not Top Leader,
967,Male,51,Sales Executive,4,1,Yes,11,10,3,3,NA, ,Not Leader,
969,Female,42,Healthcare Representative,4,0,No,14,13,3,1,NA, ,Not Leader,
970,Male,46,Sales Executive,3,5,No,11,10,3,11,NA,Due for promotion,Not Leader,
972,Male,57,Laboratory Technician,2,1,No,12,11,3,0,NA, ,Not Leader,
974,Female,84,Sales Representative,4,1,No,15,14,3,0,high-salary representative, ,Not Leader,
975,Female,86,Sales Executive,3,1,No,16,15,3,1,NA, ,Not Leader,
976,Male,70,Manager,4,2,No,15,14,3,7,NA,Due for promotion,Not Top Leader,
977,Male,51,Research Scientist,3,4,No,24,25,4,0,NA, ,Not Leader,
981,Male,45,Manager,3,6,No,13,12,3,15,NA,Due for promotion,Not Top Leader,
982,Male,62,Sales Executive,3,5,No,11,10,3,7,NA,Due for promotion,Not Leader,
983,Female,85,Sales Executive,4,1,Yes,13,12,3,1,NA, ,Not Leader,
984,Male,92,Sales Executive,4,6,No,13,12,3,0,NA, ,Not Leader,
985,Male,41,Sales Executive,3,0,No,18,17,3,0,NA, ,Not Leader,
986,Female,100,Sales Executive,2,4,Yes,16,15,3,0,NA, ,Not Leader,
987,Male,64,Manufacturing Director,3,1,Yes,19,18,3,2,NA, ,Not Top Leader,
990,Male,84,Sales Executive,4,4,No,13,12,3,0,NA, ,Not Leader,
991,Male,46,Research Scientist,1,0,Yes,22,23,4,1,NA, ,Not Leader,
992,Male,38,Manager,3,1,No,11,10,3,6,NA,Due for promotion,Not Top Leader,
994,Female,92,Research Scientist,1,6,Yes,20,21,4,0,NA, ,Not Leader,
995,Female,53,Research Scientist,4,3,No,18,17,3,0,NA, ,Not Leader,
996,Female,91,Laboratory Technician,4,3,No,14,13,3,0,NA, ,Not Leader,
997,Male,66,Research Director,4,9,No,22,23,4,1,NA, ,Not Top Leader,
998,Female,84,Healthcare Representative,2,1,Yes,13,12,3,1,NA, ,Not Leader,
999,Male,64,Research Director,3,2,No,17,16,3,0,NA, ,Not Top Leader,
1001,Female,37,Laboratory Technician,2,9,No,14,13,3,2,NA, ,Not Leader,
1002,Male,42,Laboratory Technician,1,1,Yes,15,14,3,0,NA, ,Not Leader,
1003,Female,83,Sales Executive,4,1,Yes,17,16,3,0,NA, ,Not Leader,
1004,Female,48,Research Scientist,3,4,Yes,11,10,3,0,NA, ,Not Leader,
1005,Male,95,Manufacturing Director,3,3,Yes,18,17,3,1,NA, ,Not Top Leader,
1006,Male,66,Research Scientist,3,0,No,17,16,3,0,NA, ,Not Leader,
1007,Male,75,Manufacturing Director,3,6,No,13,12,3,0,NA, ,Not Top Leader,
1009,Female,41,Manufacturing Director,3,1,No,15,14,3,3,NA, ,Not Top Leader,
1010,Male,39,Laboratory Technician,2,1,Yes,24,25,4,0,NA, ,Not Leader,
1011,Female,96,Manufacturing Director,1,1,No,12,11,3,0,NA, ,Not Top Leader,
1012,Male,73,Research Scientist,4,1,No,15,14,3,0,NA, ,Not Leader,
1013,Female,56,Manufacturing Director,3,8,No,11,10,3,0,NA, ,Not Top Leader,
1014,Female,57,Healthcare Representative,3,1,Yes,11,10,3,10,NA,Due for promotion,Not Leader,
1015,Female,73,Research Director,1,0,Yes,12,11,3,1,NA, ,Not Top Leader,
1016,Female,98,Research Scientist,1,1,Yes,15,14,3,0,NA, ,Not Leader,
1017,Female,60,Laboratory Technician,2,0,No,17,16,3,1,NA, ,Not Leader,
1018,Male,32,Manufacturing Director,4,1,No,12,11,3,1,NA, ,Not Top Leader,
1019,Male,94,Laboratory Technician,1,1,No,15,14,3,1,NA, ,Not Leader,
1022,Male,97,Healthcare Representative,3,2,No,13,12,3,2,NA, ,Not Leader,
1024,Male,78,Healthcare Representative,3,7,No,14,13,3,4,NA, ,Not Leader,
1025,Female,42,Manufacturing Director,3,6,No,14,13,3,2,NA, ,Not Top Leader,
1026,Female,65,Manufacturing Director,4,1,No,16,15,3,11,NA,Due for promotion,Not Top Leader,
1027,Female,47,Manufacturing Director,4,0,No,18,17,3,2,NA, ,Not Top Leader,
1028,Male,45,Laboratory Technician,4,1,No,20,21,4,1,NA, ,Not Leader,
1029,Male,90,Manager,3,6,No,13,12,3,0,NA, ,Not Top Leader,
1030,Male,64,Laboratory Technician,4,4,No,18,17,3,0,NA, ,Not Leader,
1032,Female,69,Manufacturing Director,4,3,Yes,13,12,3,4,NA, ,Not Top Leader,
1033,Female,61,Healthcare Representative,2,5,No,15,14,3,0,NA, ,Not Leader,
1034,Male,62,Healthcare Representative,2,3,Yes,14,13,3,6,NA,Due for promotion,Not Leader,
1035,Female,55,Research Director,3,1,No,22,23,4,5,NA, ,Not Top Leader,
1036,Male,42,Sales Executive,4,8,Yes,12,11,3,0,NA, ,Not Leader,
1037,Male,79,Sales Executive,1,8,No,18,17,3,2,NA, ,Not Leader,
1038,Female,57,Manager,4,1,No,15,14,3,6,NA,Due for promotion,Not Top Leader,
1039,Female,53,Sales Executive,4,3,Yes,18,17,3,11,NA,Due for promotion,Not Leader,
1040,Female,95,Sales Executive,3,0,No,12,11,3,0,NA, ,Not Leader,
1042,Female,43,Laboratory Technician,1,1,No,16,15,3,15,NA,Due for promotion,Not Leader,
1043,Female,82,Manufacturing Director,1,1,Yes,13,12,3,2,NA, ,Not Top Leader,
1044,Female,88,Sales Representative,4,0,No,19,18,3,2,high-salary representative, ,Not Leader,
1045,Female,90,Manager,4,3,No,13,12,3,1,NA, ,Not Top Leader,
1046,Female,69,Laboratory Technician,3,9,No,12,11,3,7,NA,Due for promotion,Not Leader,
1047,Male,75,Sales Executive,4,0,No,11,10,3,0,NA, ,Not Leader,
1048,Male,66,Manager,4,3,Yes,14,13,3,0,NA, ,Not Top Leader,
1049,Male,36,Human Resources,2,1,No,16,15,3,0,NA, ,Not Leader,
1050,Female,38,Sales Executive,2,2,No,12,11,3,6,NA,Due for promotion,Not Leader,
1052,Male,81,Laboratory Technician,3,7,No,14,13,3,0,NA, ,Not Leader,
1053,Male,57,Research Scientist,1,6,Yes,14,13,3,1,NA, ,Not Leader,
1055,Female,87,Sales Representative,3,1,Yes,19,18,3,0,high-salary representative, ,Not Leader,
1056,Male,74,Sales Representative,2,1,No,22,23,4,0,NA, ,Not Leader,
1060,Male,44,Research Scientist,3,3,No,16,15,3,2,NA, ,Not Leader,
1061,Male,62,Research Director,3,2,Yes,11,10,3,7,NA,Due for promotion,Not Top Leader,
1062,Female,35,Healthcare Representative,2,3,No,15,14,3,0,NA, ,Not Leader,
1066,Male,74,Sales Executive,1,1,No,14,13,3,7,NA,Due for promotion,Not Leader,
1068,Female,66,Research Scientist,3,1,No,13,12,3,1,NA, ,Not Leader,
1069,Male,40,Research Director,4,9,No,17,16,3,2,NA, ,Not Top Leader,
1070,Female,41,Sales Executive,3,6,No,11,10,3,7,NA,Due for promotion,Not Leader,
1071,Female,63,Research Scientist,3,2,No,19,18,3,0,NA, ,Not Leader,
1073,Female,51,Manufacturing Director,4,0,No,11,10,3,7,NA,Due for promotion,Not Top Leader,
1074,Male,40,Manager,1,7,No,15,14,3,6,NA,Due for promotion,Not Top Leader,
1076,Male,79,Sales Executive,4,5,No,13,12,3,0,NA, ,Not Leader,
1077,Female,54,Sales Representative,4,1,Yes,14,13,3,0,NA, ,Not Leader,
1079,Female,36,Laboratory Technician,1,1,No,13,12,3,1,NA, ,Not Leader,
1080,Female,74,Research Scientist,1,8,Yes,23,24,4,1,NA, ,Not Leader,
1081,Male,34,Research Scientist,3,9,Yes,12,11,3,2,NA, ,Not Leader,
1082,Male,72,Healthcare Representative,1,1,No,12,11,3,1,NA, ,Not Leader,
1083,Male,59,Laboratory Technician,1,1,No,16,15,3,1,NA, ,Not Leader,
1084,Male,85,Manufacturing Director,1,0,No,15,14,3,0,NA, ,Not Top Leader,
1085,Female,43,Research Scientist,3,1,No,13,12,3,0,NA, ,Not Leader,
1088,Female,65,Healthcare Representative,3,0,No,18,17,3,1,NA, ,Not Leader,
1092,Male,61,Healthcare Representative,4,4,No,20,21,4,11,NA,Due for promotion,Not Leader,
1094,Male,87,Laboratory Technician,3,1,No,19,18,3,1,NA, ,Not Leader,
1096,Male,65,Manufacturing Director,2,3,No,18,17,3,1,NA, ,Not Top Leader,
1097,Female,59,Research Scientist,3,3,No,13,12,3,1,NA, ,Not Leader,
1098,Male,91,Human Resources,1,9,No,14,13,3,3,NA, ,Not Leader,
1099,Male,34,Healthcare Representative,4,4,No,15,14,3,1,NA, ,Not Leader,
1100,Male,86,Sales Executive,1,0,Yes,22,23,4,4,NA, ,Not Leader,
1101,Female,54,Research Scientist,3,1,No,22,23,4,3,NA, ,Not Leader,
1102,Male,50,Laboratory Technician,3,1,No,16,15,3,2,NA, ,Not Leader,
1103,Male,45,Healthcare Representative,4,0,No,17,16,3,0,NA, ,Not Leader,
1105,Female,88,Sales Executive,4,2,Yes,14,13,3,0,NA, ,Not Leader,
1106,Male,32,Laboratory Technician,4,1,Yes,15,14,3,5,NA, ,Not Leader,
1107,Male,37,Laboratory Technician,3,1,No,20,21,4,0,NA, ,Not Leader,
1108,Male,55,Research Scientist,2,4,Yes,20,21,4,2,NA, ,Not Leader,
1109,Male,35,Manager,1,0,No,17,16,3,13,NA,Due for promotion,Not Top Leader,
1111,Male,45,Laboratory Technician,2,1,No,15,14,3,0,NA, ,Not Leader,
1113,Male,81,Sales Executive,3,3,Yes,14,13,3,0,NA, ,Not Leader,
1114,Female,30,Sales Executive,2,0,No,17,16,3,0,NA, ,Not Leader,
1115,Male,40,Research Scientist,4,3,No,17,16,3,0,NA, ,Not Leader,
1116,Male,35,Manager,4,2,No,22,23,4,2,NA, ,Not Top Leader,
1117,Female,65,Sales Executive,3,1,No,13,12,3,4,NA, ,Not Leader,
1118,Male,87,Healthcare Representative,2,7,No,19,18,3,4,NA, ,Not Leader,
1119,Male,73,Sales Executive,3,0,Yes,14,13,3,2,NA, ,Not Leader,
1120,Female,93,Research Scientist,4,4,No,22,23,4,1,NA, ,Not Leader,
1121,Female,93,Manufacturing Director,2,0,No,17,16,3,1,NA, ,Not Top Leader,
1124,Male,52,Manager,3,3,No,12,11,3,4,NA, ,Not Top Leader,
1125,Male,32,Sales Executive,2,7,No,16,15,3,0,NA, ,Not Leader,
1126,Female,83,Manufacturing Director,1,8,No,11,10,3,0,NA, ,Not Top Leader,
1127,Male,84,Healthcare Representative,4,7,No,11,10,3,11,NA,Due for promotion,Not Leader,
1128,Male,44,Research Director,3,1,No,14,13,3,4,NA, ,Not Top Leader,
1131,Female,70,Research Scientist,2,1,Yes,11,10,3,2,NA, ,Not Leader,
1132,Male,70,Laboratory Technician,2,9,No,15,14,3,0,NA, ,Not Leader,
1133,Male,78,Manufacturing Director,4,2,No,20,21,4,0,NA, ,Not Top Leader,
1135,Male,67,Sales Representative,4,0,No,12,11,3,2,NA, ,Not Leader,
1136,Male,67,Research Scientist,2,0,No,17,16,3,0,NA, ,Not Leader,
1137,Male,54,Sales Executive,4,1,No,11,10,3,0,NA, ,Not Leader,
1138,Male,56,Sales Executive,2,6,No,17,16,3,2,NA, ,Not Leader,
1140,Male,95,Manufacturing Director,3,2,No,11,10,3,0,NA, ,Not Top Leader,
1143,Female,61,Research Scientist,2,0,No,14,13,3,1,NA, ,Not Leader,
1148,Male,56,Laboratory Technician,4,4,No,19,18,3,0,NA, ,Not Leader,
1150,Male,79,Manufacturing Director,4,1,Yes,15,14,3,1,NA, ,Not Top Leader,
1152,Male,37,Human Resources,3,1,No,13,12,3,5,NA, ,Not Leader,
1154,Male,39,Research Scientist,3,1,Yes,14,13,3,0,NA, ,Not Leader,
1156,Male,80,Laboratory Technician,3,1,No,12,11,3,0,NA, ,Not Leader,
1157,Female,77,Sales Executive,1,0,Yes,17,16,3,0,NA, ,Not Leader,
1158,Male,46,Laboratory Technician,4,3,Yes,11,10,3,0,NA, ,Not Leader,
1160,Male,72,Laboratory Technician,3,1,No,12,11,3,2,NA, ,Not Leader,
1161,Female,52,Healthcare Representative,4,7,No,13,12,3,1,NA, ,Not Leader,
1162,Male,55,Research Scientist,3,1,No,13,12,3,2,NA, ,Not Leader,
1163,Female,70,Sales Executive,3,1,No,20,21,4,1,NA, ,Not Leader,
1164,Male,100,Human Resources,3,1,No,17,16,3,1,NA, ,Not Leader,
1165,Female,45,Sales Executive,1,1,No,13,12,3,3,NA, ,Not Leader,
1166,Female,88,Research Director,3,9,No,17,16,3,2,NA, ,Not Top Leader,
1167,Male,44,Sales Executive,1,0,Yes,12,11,3,13,NA,Due for promotion,Not Leader,
1171,Male,45,Sales Executive,1,7,No,13,12,3,1,NA, ,Not Leader,
1172,Male,58,Laboratory Technician,3,6,No,12,11,3,1,NA, ,Not Leader,
1173,Male,49,Laboratory Technician,2,8,No,22,23,4,1,NA, ,Not Leader,
1175,Female,79,Laboratory Technician,4,1,Yes,11,10,3,0,NA, ,Not Leader,
1177,Male,82,Laboratory Technician,4,1,No,22,23,4,0,NA, ,Not Leader,
1179,Male,72,Sales Executive,3,1,No,18,17,3,1,NA, ,Not Leader,
1180,Female,92,Research Scientist,4,3,Yes,13,12,3,0,NA, ,Not Leader,
1182,Male,44,Manufacturing Director,2,2,No,18,17,3,6,NA,Due for promotion,Not Top Leader,
1184,Male,97,Healthcare Representative,1,0,No,20,21,4,4,NA, ,Not Leader,
1185,Male,47,Laboratory Technician,4,1,No,13,12,3,2,NA, ,Not Leader,
1188,Female,85,Sales Executive,3,8,No,13,12,3,1,NA, ,Not Leader,
1190,Female,76,Sales Representative,1,1,No,12,11,3,0,NA, ,Not Leader,
1191,Female,92,Manager,1,4,No,13,12,3,4,NA, ,Not Top Leader,
1192,Female,54,Laboratory Technician,4,1,No,13,12,3,0,NA, ,Not Leader,
1193,Male,54,Research Scientist,1,1,No,25,26,4,0,NA, ,Not Leader,
1195,Female,83,Research Scientist,3,4,Yes,19,18,3,0,NA, ,Not Leader,
1196,Female,56,Manufacturing Director,4,1,No,13,12,3,3,NA, ,Not Top Leader,
1198,Male,87,Laboratory Technician,3,1,No,12,11,3,1,NA, ,Not Leader,
1200,Male,96,Research Scientist,3,1,Yes,11,10,3,0,NA, ,Not Leader,
1201,Female,50,Manager,3,3,No,18,17,3,4,NA, ,Not Top Leader,
1202,Female,69,Research Scientist,4,0,Yes,18,17,3,1,NA, ,Not Leader,
1203,Male,48,Research Scientist,4,0,Yes,11,10,3,0,NA, ,Not Leader,
1204,Female,69,Manager,1,8,No,23,24,4,15,NA,Due for promotion,Not Top Leader,
1206,Male,74,Research Scientist,3,2,No,13,12,3,0,NA, ,Not Leader,
1207,Male,99,Human Resources,3,1,No,13,12,3,1,NA, ,Not Leader,
1210,Male,95,Research Scientist,1,6,No,17,16,3,0,NA, ,Not Leader,
1211,Male,61,Sales Executive,1,8,No,19,18,3,0,NA, ,Not Leader,
1212,Male,62,Sales Executive,2,5,No,12,11,3,0,NA, ,Not Leader,
1215,Female,30,Manager,1,2,No,22,23,4,2,NA, ,Not Top Leader,
1216,Male,78,Laboratory Technician,1,1,No,12,11,3,3,NA, ,Not Leader,
1217,Male,52,Research Director,2,5,No,11,10,3,0,NA, ,Not Top Leader,
1218,Male,94,Sales Executive,1,3,Yes,15,14,3,1,NA, ,Not Leader,
1219,Female,97,Laboratory Technician,2,1,No,13,12,3,0,NA, ,Not Leader,
1220,Female,82,Sales Executive,3,1,No,12,11,3,0,NA, ,Not Leader,
1221,Male,60,Laboratory Technician,3,1,No,14,13,3,1,NA, ,Not Leader,
1224,Male,49,Laboratory Technician,3,1,No,13,12,3,8,NA,Due for promotion,Not Leader,
1225,Male,32,Research Scientist,4,1,No,25,26,4,13,NA,Due for promotion,Not Leader,
1226,Male,43,Sales Representative,4,1,No,17,16,3,2,NA, ,Not Leader,
1228,Male,60,Manufacturing Director,4,2,No,11,10,3,1,NA, ,Not Top Leader,
1231,Male,79,Human Resources,1,7,No,16,15,3,0,NA, ,Not Leader,
1233,Male,52,Sales Executive,4,0,Yes,18,17,3,1,NA, ,Not Leader,
1234,Female,77,Laboratory Technician,2,1,No,20,21,4,2,NA, ,Not Leader,
1235,Female,38,Research Scientist,3,4,Yes,14,13,3,0,NA, ,Not Leader,
1237,Female,77,Manufacturing Director,1,2,Yes,21,22,4,7,NA,Due for promotion,Top Leader,
1238,Male,60,Research Scientist,4,0,No,13,12,3,4,NA, ,Not Leader,
1239,Female,84,Sales Executive,2,7,No,12,11,3,1,NA, ,Not Leader,
1240,Male,57,Sales Executive,4,0,No,14,13,3,1,NA, ,Not Leader,
1241,Male,63,Research Scientist,2,0,Yes,21,22,4,5,NA, ,Not Leader,
1242,Female,60,Research Director,1,3,Yes,17,16,3,0,NA, ,Not Top Leader,
1243,Female,78,Sales Executive,4,4,Yes,11,10,3,4,NA, ,Not Leader,
1244,Male,42,Research Scientist,1,1,Yes,14,13,3,6,NA,Due for promotion,Not Leader,
1245,Female,53,Manufacturing Director,3,7,No,17,16,3,1,NA, ,Not Top Leader,
1246,Female,72,Research Scientist,4,1,No,13,12,3,7,NA,Due for promotion,Not Leader,
1248,Female,96,Research Scientist,2,1,Yes,25,26,4,0,NA, ,Not Leader,
1249,Female,97,Research Scientist,4,1,No,15,14,3,1,NA, ,Not Leader,
1250,Male,85,Research Director,4,3,No,14,13,3,0,NA, ,Not Top Leader,
1251,Male,80,Healthcare Representative,1,1,Yes,12,11,3,0,NA, ,Not Leader,
1252,Female,96,Healthcare Representative,1,1,No,19,18,3,1,NA, ,Not Leader,
1254,Female,48,Sales Executive,4,5,No,17,16,3,0,NA, ,Not Leader,
1255,Male,96,Research Director,4,3,No,14,13,3,0,NA, ,Not Top Leader,
1256,Male,85,Manager,3,2,No,13,12,3,0,NA, ,Not Top Leader,
1257,Male,46,Research Scientist,2,1,No,12,11,3,0,NA, ,Not Leader,
1258,Male,76,Laboratory Technician,2,5,No,11,10,3,0,NA, ,Not Leader,
1259,Male,76,Research Scientist,3,1,No,11,10,3,0,NA, ,Not Leader,
1260,Male,82,Healthcare Representative,4,1,Yes,11,10,3,1,NA, ,Not Leader,
1263,Male,76,Research Director,4,6,No,12,11,3,0,NA, ,Not Top Leader,
1264,Female,87,Research Director,4,3,No,14,13,3,1,NA, ,Not Top Leader,
1265,Female,89,Research Scientist,3,0,No,17,16,3,0,NA, ,Not Leader,
1267,Male,88,Manager,2,7,No,11,10,3,3,NA, ,Not Top Leader,
1268,Male,82,Sales Executive,3,0,Yes,14,13,3,0,NA, ,Not Leader,
1269,Female,57,Research Scientist,4,1,Yes,12,11,3,0,NA, ,Not Leader,
1270,Male,47,Research Scientist,3,1,No,22,23,4,0,NA, ,Not Leader,
1273,Male,73,Sales Representative,4,1,Yes,14,13,3,1,NA, ,Not Leader,
1275,Male,53,Research Scientist,4,1,Yes,20,21,4,2,NA, ,Not Leader,
1277,Female,94,Manager,2,2,Yes,16,15,3,1,NA, ,Not Top Leader,
1278,Male,37,Healthcare Representative,2,1,Yes,15,14,3,15,NA,Due for promotion,Not Leader,
1279,Female,45,Laboratory Technician,3,1,No,20,21,4,2,NA, ,Not Leader,
1280,Female,33,Manager,2,2,No,14,13,3,0,NA, ,Not Top Leader,
1281,Female,86,Sales Executive,1,0,Yes,12,11,3,0,NA, ,Not Leader,
1282,Male,83,Manager,2,4,Yes,24,25,4,11,NA,Due for promotion,Top Leader,
1283,Male,67,Manufacturing Director,4,6,No,12,11,3,5,NA, ,Not Top Leader,
1285,Female,46,Laboratory Technician,2,4,No,13,12,3,5,NA, ,Not Leader,
1286,Male,44,Laboratory Technician,3,0,Yes,11,10,3,0,NA, ,Not Leader,
1288,Male,92,Manager,1,1,No,14,13,3,14,NA,Due for promotion,Not Top Leader,
1289,Male,56,Human Resources,2,4,No,11,10,3,1,NA, ,Not Leader,
1291,Male,66,Research Scientist,3,0,Yes,14,13,3,2,NA, ,Not Leader,
1292,Female,78,Research Scientist,2,6,Yes,16,15,3,0,NA, ,Not Leader,
1293,Female,56,Sales Executive,4,3,No,14,13,3,15,NA,Due for promotion,Not Leader,
1294,Female,53,Manufacturing Director,2,9,Yes,11,10,3,5,NA, ,Not Top Leader,
1295,Female,73,Healthcare Representative,4,1,No,11,10,3,0,NA, ,Not Leader,
1296,Male,52,Laboratory Technician,4,1,Yes,12,11,3,2,NA, ,Not Leader,
1297,Female,40,Laboratory Technician,3,0,No,14,13,3,7,NA,Due for promotion,Not Leader,
1298,Female,72,Manufacturing Director,3,7,Yes,18,17,3,1,NA, ,Not Top Leader,
1299,Female,39,Laboratory Technician,3,3,Yes,13,12,3,7,NA,Due for promotion,Not Leader,
1301,Male,84,Research Scientist,1,2,No,11,10,3,1,NA, ,Not Leader,
1303,Female,40,Research Scientist,2,1,No,18,17,3,2,NA, ,Not Leader,
1304,Male,56,Sales Executive,4,1,No,15,14,3,0,NA, ,Not Leader,
1306,Female,83,Manager,2,3,No,22,23,4,0,NA, ,Not Top Leader,
1307,Female,94,Manager,2,6,Yes,13,12,3,15,NA,Due for promotion,Not Top Leader,
1308,Male,88,Research Scientist,3,1,No,12,11,3,2,NA, ,Not Leader,
1309,Male,79,Laboratory Technician,3,1,No,18,17,3,1,NA, ,Not Leader,
1310,Male,93,Research Scientist,1,0,No,13,12,3,0,NA, ,Not Leader,
1311,Female,48,Laboratory Technician,4,0,No,12,11,3,6,NA,Due for promotion,Not Leader,
1312,Female,63,Healthcare Representative,3,3,No,12,11,3,1,NA, ,Not Leader,
1314,Female,44,Human Resources,1,6,No,12,11,3,5,NA, ,Not Leader,
1315,Female,55,Laboratory Technician,4,0,No,11,10,3,7,NA,Due for promotion,Not Leader,
1317,Female,43,Research Director,1,4,Yes,11,10,3,1,NA, ,Not Top Leader,
1318,Male,57,Sales Executive,2,2,Yes,12,11,3,1,NA, ,Not Leader,
1319,Male,64,Sales Executive,2,9,Yes,19,18,3,7,NA,Due for promotion,Not Leader,
1321,Female,95,Manager,1,1,Yes,23,24,4,0,NA, ,Top Leader,
1322,Male,32,Manufacturing Director,3,0,No,11,10,3,1,NA, ,Not Top Leader,
1324,Female,57,Sales Executive,3,1,Yes,19,18,3,9,NA,Due for promotion,Not Leader,
1329,Male,40,Sales Executive,2,1,No,13,12,3,11,NA,Due for promotion,Not Leader,
1331,Female,54,Sales Representative,2,1,Yes,11,10,3,2,NA, ,Not Leader,
1333,Male,89,Laboratory Technician,1,4,No,12,11,3,1,NA, ,Not Leader,
1334,Male,37,Manager,3,0,Yes,13,12,3,2,NA, ,Not Top Leader,
1336,Female,58,Manager,3,4,No,14,13,3,9,NA,Due for promotion,Not Top Leader,
1338,Male,99,Manager,2,6,No,14,13,3,7,NA,Due for promotion,Not Top Leader,
1340,Male,74,Research Scientist,3,9,No,16,15,3,0,NA, ,Not Leader,
1344,Male,86,Healthcare Representative,4,0,No,11,10,3,1,NA, ,Not Leader,
1346,Male,98,Research Scientist,4,1,No,13,12,3,8,NA,Due for promotion,Not Leader,
1349,Female,66,Sales Executive,1,0,No,17,16,3,1,NA, ,Not Leader,
1350,Male,87,Research Scientist,3,1,Yes,11,10,3,1,NA, ,Not Leader,
1352,Male,84,Manager,2,1,Yes,11,10,3,0,NA, ,Not Top Leader,
1355,Female,31,Sales Executive,1,3,No,15,14,3,1,NA, ,Not Leader,
1356,Female,66,Sales Executive,1,1,No,12,11,3,9,NA,Due for promotion,Not Leader,
1358,Male,67,Laboratory Technician,4,3,No,11,10,3,1,NA, ,Not Leader,
1360,Female,53,Manufacturing Director,1,7,Yes,14,13,3,5,NA, ,Not Top Leader,
1361,Male,88,Laboratory Technician,2,3,No,22,23,4,0,NA, ,Not Leader,
1362,Female,83,Sales Executive,1,2,No,16,15,3,6,NA,Due for promotion,Not Leader,
1363,Male,54,Manufacturing Director,4,1,No,11,10,3,0,NA, ,Not Top Leader,
1364,Female,98,Sales Representative,4,8,No,14,13,3,0,high-salary representative, ,Not Leader,
1367,Female,82,Manufacturing Director,2,3,No,16,15,3,0,NA, ,Not Top Leader,
1368,Female,97,Laboratory Technician,4,1,No,15,14,3,0,NA, ,Not Leader,
1369,Female,60,Laboratory Technician,4,0,No,12,11,3,0,NA, ,Not Leader,
1371,Male,43,Sales Executive,4,3,No,20,21,4,0,NA, ,Not Leader,
1372,Male,85,Sales Executive,3,6,Yes,17,16,3,3,NA, ,Not Leader,
1373,Male,68,Manufacturing Director,2,4,Yes,12,11,3,15,NA,Due for promotion,Not Top Leader,
1374,Female,92,Research Scientist,3,1,No,20,21,4,0,NA, ,Not Leader,
1375,Female,89,Healthcare Representative,3,5,No,20,21,4,11,NA,Due for promotion,Not Leader,
1377,Male,86,Laboratory Technician,3,4,No,13,12,3,7,NA,Due for promotion,Not Leader,
